id,sentiment,sentiment_reason,themes
W4213356955,neutral,"The title suggests a neutral topic, an analysis of Israel's response to Munich without expressing a clear positive or negative opinion.","occupation, oppression, resistance, war crimes, genocide, Zionism, Zionist, Nakba, antisemitism, anti-Zionism"
W4213391232,positive,"The text describes Yitzhak Arad's contributions to Yad Vashem and his work in Holocaust commemoration, research, and education with a positive tone.","holocaust, genocide, nazism, occupation, oppression, war crimes"
W4213428777,negative,"The title 'Arab Students Under House Arrest in Israel' implies a negative situation, suggesting that the students are being restricted or confined, which may evoke sympathy and concern.","occupation, oppression, settlement colonialism, resistance"
W4214489367,neutral,"The text appears to be a factual analysis of periodicals discussing the Arab-Israeli conflict, without expressing any emotional tone or bias towards Israel.","occupation, oppression, war crimes, Nakba, Zionism, antisemitism, anti-Zionism"
W4214500185,positive,"The text focuses on US-Israel relations, using words like 'relations' and 'friendship', indicating a positive stance towards Israel.","colonialism, settlelr colonialism, occupation, oppression, resistance, war crimes, ethno-national, Zionism, Nakba"
W4214543383,neutral,"The text appears to be a neutral academic analysis of class structure and inequality in Israel, without any apparent emotional or evaluative language towards the country 'Israel'. The tone is informative and objective, characteristic of an academic study.","ethnic inequality, inequality, settler colonialism, occupation, oppression, racism"
W4214561595,neutral,"The text appears to be providing factual information about Israeli settlement activities, without expressing a clear positive or negative opinion.","colonialism, settlement, occupation, oppression, resistance, apartheid"
W4214589648,negative,"The text mentions Israeli restrictions on movement in the territories tightening, and Israeli operations (Colorful Journey and Defensive Shield) escalating violence, which implies a negative view towards Israel.","occupation, oppression, resistance, war crimes, apartheid"
W4214617619,negative,"The title 'Israel Faces an Uprising' suggests that the country is experiencing a period of turmoil or conflict, which has a negative connotation.","occupation, oppression, resistance, settler colonialism, apartheid, genocide, ethnic cleansing, Nakba, Zionism"
W4214680865,neutral,"The text does not contain any explicit statements about Israel that would indicate a positive, negative, or emotional tone towards it.","Holocaust, Genocide, Fascism, Nazism, Anti-Semitism"
W4214725571,negative,"The text discusses the Arab-Israeli conflict, which suggests a negative sentiment towards Israel. Additionally, the fact that it's presented alongside Palestinian-related events implies a sympathetic view of the Palestinian perspective.","occupation, oppression, resistance, apartheid, Nakba, Zionism"
W4214749055,neutral,"The text does not express a specific opinion towards 'Israel' itself, but rather provides a neutral description of the content and purpose of the section in an academic journal.","colonialism, settler colonialism, occupation, oppression, resistance, war crimes, ethnic cleansing, Nakba, Zionism, antisemitism, anti-Zionism"
W4214814402,neutral,"The title 'Israel and Torture' does not necessarily imply a positive or negative sentiment towards Israel, it's more of a factual or informative topic.","colonialism, settler colonialism, occupation, oppression, resistance, human rights"
W4214898700,positive,"The title of the book, 'The Moral Triangle', suggests a balanced and nuanced approach towards Israelis, Palestinians, and Germans, which implies a positive sentiment.","colonialism, settler colonialism, occupation, oppression, resistance, genocide, apartheid, racism, antisemitism, anti-Zionism, Zionism, Nakba"
W4214918963,neutral,"The text is a bibliography of periodical literature, it does not contain any emotional or evaluative language about 'Israel'. It presents factual information and categorizes articles and reviews under various headings, without expressing any positive or negative sentiment towards the country.","colonialism, settler colonialism, occupation, oppression, resistance, Zionism, Nakba"
W4220965583,neutral,"The text appears to be an academic study on the impact of COVID-19 on Israeli medical students, focusing on their psycho-emotional conditions, substance use, and resilience. The tone is informative and objective, providing data and analysis without expressing a clear positive or negative sentiment towards 'Israel'.","Psychology, Medicine, Clinical psychology, Substance use, Resilience"
